batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
4.0.0,339355.995581,500.011800,3.750118,375.011800,275.011800,2.105061,206.005980,109.005980,4,0,10,10,2,0,8,0,0.002085,0.082690,0.800000,1560.000000,245.041600,0.000000,0.000000,0.000000,0.000000
